Term,NoEmp,CreateJob,RetainedJob,FranchiseCode,DisbursementGross,Default,RealEstate,Portion,Recession,bad_flag,RevLineCr,var,estimate,__levelN,_b0,linpred,rc,pd_hat
12,5,0,5,0,100000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,38,0,0,0,250000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,2,2,0,0,15000,0,0,0.85,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,6,1,7,0,1200000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
24,25,0,25,0,150000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
3,15,0,15,0,180000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,4,0,4,0,20000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,8,3,11,0,25000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,3,11,0,30000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
72,1,0,1,0,23500,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
72,5,0,0,0,10000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,59,15,0,0,572000,0,0,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,31,2,33,0,200000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,0,2,0,39424,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
61,1,1,1,0,65000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,10,2,0,0,162981,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,59,15,0,0,578000,0,1,1,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
186,1,0,1,0,235600,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,1,10,10,0,130800,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
90,2,15,17,0,225000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,10,0,10,0,26000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,67,10,67,0,400000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
119,8,0,0,1,420500,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,0,2,0,74405,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,5,1,0,61000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,14,1,14,0,304500,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,1,0,41232,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,0,1,0,0,10500,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,0,12,0,0,750000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,0,4,0,0,49000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,0,1,0,32000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,0,8,0,176000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,0,8,0,58390,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,20,3,23,0,300000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,0,2,0,50000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,8,0,8,0,400000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,4,1,3,1,44950,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,1,0,1,0,525131,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,20,0,20,0,500000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,20,0,20,0,485000,0,0,0.9,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
96,3,0,3,0,12500,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,15,0,15,0,50000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,20,6,20,0,545489,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
72,1,0,0,0,10000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,15,18,0,0,54237,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,15,18,0,0,300000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,7,2,0,100000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,7,0,0,0,35000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,0,2,0,0,209000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,15,0,15,0,49500,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,62,0,62,0,255000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,3,1,0,0,10000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
72,3,2,5,0,100000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
72,3,0,1,0,49767,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,9,2,9,0,169433,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,3,1,1,80000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
43,2,0,2,0,123500,1,0,0.5,0,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,3,5,0,0,465000,0,1,1,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
300,32,0,32,1,1525000,0,1,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
300,24,1,24,0,4500000,0,1,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,4,1,1,0,100000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
72,6,2,6,0,60000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,0,0,20000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,4,0,0,0,500000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,70,5,20,0,175000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,95,0,0,0,3748000,0,1,1,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
300,12,0,0,1,5000000,0,1,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,2,5,2,0,150000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,1,4,5,0,35000,1,0,0.5,0,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,6,0,27122,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,80,100,80,0,1010000,0,1,1,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,6,1,0,0,36000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,1,1,0,50000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,1,0,73600,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,4,4,4,0,20200,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,18,1,0,0,75302,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,2,5,2,0,40000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,8,0,8,0,45000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,8,0,8,0,20000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,0,25,25,0,89900,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,3,4,3,0,150000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,1,29,30,0,800000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,0,2,0,101000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
10,36,0,0,0,566205,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,4,0,0,0,400000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,2,10,0,16500,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,50,0,50,0,500000,0,0,0.9,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,16,0,16,0,250000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
6,22,2,22,0,80000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
64,2,1,0,0,89451,1,0,0.5,0,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
15,12,7,12,0,125000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,500,0,0,1,566000,0,1,1,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,8,2,10,0,33000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,25,0,25,0,800000,0,0,0.9,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,5,0,5,0,200000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,6,0,6,0,200000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,19,4,23,0,30000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,19,4,23,0,36967,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
180,4,0,0,0,110000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,7,0,0,0,40000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,1,3,1,0,319200,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,47,0,47,0,2810000,0,0,0.75,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,7,1,8,0,50050,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,73,84,73,0,8995000,0,0,0.75,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,3,0,1,0,10000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,6,0,6,0,45000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,5,0,0,0,18900,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,0,0,45000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
132,2,118,0,0,408000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,2,0,0,34000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,3,1,0,0,65000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
126,0,0,0,0,3500000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
72,15,0,15,0,22600,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,20,0,20,0,200000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,2,0,2,0,174500,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,12,3,15,0,140000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,5,0,5,0,350000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,0,4,4,1,520000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,0,4,4,1,580000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,0,0,10000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,20,5,20,0,100000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
11,21,2,3,0,350000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,10,12,1,400000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,12,0,12,0,40400,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,9,1,10,0,171219,0,0,0.9,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
96,2,0,2,0,131000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,19,0,0,0,21000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,40,0,40,0,293140,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,2,0,0,20000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,10,2,0,0,15000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,0,0,0,100000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
72,28,0,28,1,19550,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,10,0,10,0,30000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
165,5,1,4,0,632300,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,7,0,7,0,350000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
11,100,4,0,0,926396,0,0,0.75,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,2,0,0,0,5000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,4,3,0,0,350000,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
48,7,5,0,0,35000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
9,15,0,9,0,1139000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,4,0,4,0,20000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,4,2,4,0,36533,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,4,0,0,0,14884,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
9,27,5,0,0,678560,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,7,0,0,150000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
11,100,4,0,0,205000,0,0,0.75,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,13,13,13,0,139977,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,2,0,0,0,30566,0,0,0.5,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,10,10,10,1,150000,0,0,0.85,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,0,0,66000,0,0,0.5,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
